Time,Rint_veg (W m-2),Rint_soil (W m-2),Rint_dir(W m-2),Rint_dif (W m-2),Tleaf_sunlit(C),Tleaf_shade(C),Tcanopy,Ep (l h-1),VPD (kPa),Pstem (kPa),Pleaf_sun (kPa),Pleaf_shade (kPa),Gc (mol m-2 s-1),Gs_sun (mol m-2 s-1),Gs_shade (mol m-2 s-1),Pn (micromol plant-1 s-1),Lp mean (kg m-2 s-1 kPa-1),totalFlux (kg m-2 s-1)
2019-06-28 23:00:00,0.0,0.0,0.0,0.0,24.64167608720643,24.64167608720643,24.64167608720643,0.13398902683044372,1.803661799117111,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,8.270927582126157e-06
2019-06-29 00:00:00,0.0,0.0,0.0,0.0,23.94483264498453,23.94483264498453,23.94483264498453,0.1196248712274203,1.610302093844136,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,7.384251310334585e-06
2019-06-29 01:00:00,0.0,0.0,0.0,0.0,20.56919813782182,20.56919813782182,20.56919813782182,0.06484521194982293,0.8728985829380899,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,4.002790861100182e-06
2019-06-29 02:00:00,0.0,0.0,0.0,0.0,19.274652904544666,19.274652904544666,19.274652904544666,0.05318016773986752,0.7158723314291987,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,3.2827264036955255e-06
2019-06-29 03:00:00,0.0,0.0,0.0,0.0,18.378234342594027,18.378234342594027,18.378234342594027,0.04555944229988207,0.6132877266835015,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,2.8123112530791394e-06
2019-06-29 04:00:00,0.0,0.0,0.0,0.0,17.580689896842866,17.580689896842866,17.580689896842866,0.04033623802812622,0.5429767897597414,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,2.4898912363040874e-06
2019-06-29 05:00:00,0.0,0.0,0.0,0.0,16.587212544757485,16.587212544757485,16.587212544757485,0.026643016906354833,0.3586487113458531,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,1.6446306732317799e-06
2019-06-29 06:00:00,0.0,0.0,0.0,0.0,19.380079151449884,19.380079151449884,19.380079151449884,0.0418063806530132,0.5627667692415531,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,2.5806407810501985e-06
2019-06-29 07:00:00,0.0,0.0,0.0,0.0,24.85608876941766,24.85608876941766,24.85608876941766,0.09351633468659683,1.2588481643434186,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,5.772613252259064e-06
2019-06-29 08:00:00,369.6681672229164,14.077901190948056,167.0635619910009,50.388096193220285,39.59364886328656,30.879259095481824,31.44480651278107,0.1149058468967056,2.20445314676345,-inf,-inf,-inf,0.004000008619994194,0.004000019399756486,0.004000007871855199,22.318661314097866,3.09e-10,7.092953512142323e-06
2019-06-29 09:00:00,537.6441543820353,10.53730489013853,257.7026838523093,42.90856994704718,44.76794795606255,31.373722323549686,33.293516561169355,0.13811699421788304,2.3631801240272945,-inf,-inf,-inf,0.004000004802478448,0.004,0.004000005605984097,20.93877502883545,3.09e-10,8.525740383819944e-06
2019-06-29 10:00:00,685.5420093732579,10.551610562334082,333.1884088219619,42.69643581849415,50.2706863763598,33.04128862519416,36.543681235461726,0.1805459322526306,2.6052998377516694,-inf,-inf,-inf,0.004,0.004,0.004,19.857899559212434,3.09e-10,1.1144810632878433e-05
